20190628,170353846,1067725,5,2.3204031,G2FormationPace,360Video,ERP,7680,3840,10s,29.97fps,10,120957,8bit,H265,2
20190628,164930763,204642,5,1.6427753,G2FormationPace,360Video,ERP,7680,3840,10s,29.97fps,22,30206,8bit,H265,2
20190628,165848226,762105,3,2.3503675,G2FormationPace,360Video,ERP,7680,3840,10s,29.97fps,27,15079,8bit,H265,2
20190628,170810584,1324463,4,1.7505092,G2FormationPace,360Video,ERP,7680,3840,10s,29.97fps,32,7561,8bit,H265,2
20190628,164956227,230106,4,2.0380925,G2FormationPace,360Video,ERP,7680,3840,10s,29.97fps,37,3798,8bit,H265,2
20190628,171017988,1451867,1,1.4555352,G2FormationPace,360Video,ERP,7680,3840,10s,29.97fps,42,1754,8bit,H265,2
20190628,170902837,1376716,5,3.5866078,G2FormationPace,360Video,ERP,6144,3072,10s,29.97fps,10,88060,8bit,H265,2
20190628,165046212,280090,5,1.512041,G2FormationPace,360Video,ERP,6144,3072,10s,29.97fps,22,21564,8bit,H265,2
20190628,170327328,1041206,4,1.6618399,G2FormationPace,360Video,ERP,6144,3072,10s,29.97fps,27,10890,8bit,H265,2
20190628,164839971,153850,4,1.5221462,G2FormationPace,360Video,ERP,6144,3072,10s,29.97fps,32,5506,8bit,H265,2
20190628,170511833,1145712,2,2.1747342,G2FormationPace,360Video,ERP,6144,3072,10s,29.97fps,37,2741,8bit,H265,2
20190628,164723981,77859,2,1.8382319,G2FormationPace,360Video,ERP,6144,3072,10s,29.97fps,42,1228,8bit,H265,2
20190628,170029057,862936,5,2.0161232,G2FormationPace,360Video,ERP,4096,2048,10s,29.97fps,10,48673,8bit,H265,2
20190628,165110856,304735,4,1.4856445,G2FormationPace,360Video,ERP,4096,2048,10s,29.97fps,22,11921,8bit,H265,2
20190628,165346003,459882,5,2.1579102,G2FormationPace,360Video,ERP,4096,2048,10s,29.97fps,27,6091,8bit,H265,2
20190628,165320670,434549,1,6.2218709,G2FormationPace,360Video,ERP,4096,2048,10s,29.97fps,32,3042,8bit,H265,2
20190628,170418720,1092599,1,1.7219086,G2FormationPace,360Video,ERP,4096,2048,10s,29.97fps,37,1454,8bit,H265,2
20190628,170003846,837724,1,1.6815778,G2FormationPace,360Video,ERP,4096,2048,10s,29.97fps,42,616,8bit,H265,2
20190628,165201676,355555,4,1.7346577,G2FormationPace,360Video,ERP,3600,1800,10s,29.97fps,10,40026,8bit,H265,2
20190628,171134301,1528180,4,2.9366673,G2FormationPace,360Video,ERP,3600,1800,10s,29.97fps,22,9834,8bit,H265,2
20190628,165938993,812872,4,2.4457887,G2FormationPace,360Video,ERP,3600,1800,10s,29.97fps,27,5028,8bit,H265,2
20190628,170953058,1426937,2,1.5165028,G2FormationPace,360Video,ERP,3600,1800,10s,29.97fps,32,2494,8bit,H265,2
20190628,170053864,887742,3,1.6908035,G2FormationPace,360Video,ERP,3600,1800,10s,29.97fps,37,1181,8bit,H265,2
20190628,170601539,1195418,1,2.0289237,G2FormationPace,360Video,ERP,3600,1800,10s,29.97fps,42,498,8bit,H265,2
20190628,170536396,1170275,3,1.4784216,G2FormationPace,360Video,ERP,2048,1024,10s,29.97fps,10,15940,8bit,H265,2
20190628,171043254,1477133,3,2.1869486,G2FormationPace,360Video,ERP,2048,1024,10s,29.97fps,22,3928,8bit,H265,2
20190628,170629308,1223186,2,4.6887353,G2FormationPace,360Video,ERP,2048,1024,10s,29.97fps,27,1950,8bit,H265,2
20190628,165436480,510359,1,2.7271691,G2FormationPace,360Video,ERP,2048,1024,10s,29.97fps,32,921,8bit,H265,2
20190628,165757515,711394,1,2.7537032,G2FormationPace,360Video,ERP,2048,1024,10s,29.97fps,37,412,8bit,H265,2
20190628,165251293,405172,1,1.6721206,G2FormationPace,360Video,ERP,2048,1024,10s,29.97fps,42,167,8bit,H265,2
